clean_path,noisy_path,noise_path,snr_db
data\timit_mixed\SI1794_clean.wav,data\timit_mixed\SI1794_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI488_clean.wav,data\timit_mixed\SI488_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1456_clean.wav,data\timit_mixed\SI1456_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI1328_clean.wav,data\timit_mixed\SI1328_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI975_clean.wav,data\timit_mixed\SI975_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI629_clean.wav,data\timit_mixed\SI629_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1177_clean.wav,data\timit_mixed\SI1177_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI1521_clean.wav,data\timit_mixed\SI1521_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI961_clean.wav,data\timit_mixed\SI961_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI591_clean.wav,data\timit_mixed\SI591_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI890_clean.wav,data\timit_mixed\SI890_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1281_clean.wav,data\timit_mixed\SI1281_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI2219_clean.wav,data\timit_mixed\SI2219_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SX97_clean.wav,data\timit_mixed\SX97_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI781_clean.wav,data\timit_mixed\SI781_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI938_clean.wav,data\timit_mixed\SI938_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI931_clean.wav,data\timit_mixed\SI931_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI2101_clean.wav,data\timit_mixed\SI2101_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1784_clean.wav,data\timit_mixed\SI1784_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SX24_clean.wav,data\timit_mixed\SX24_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI1056_clean.wav,data\timit_mixed\SI1056_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1596_clean.wav,data\timit_mixed\SI1596_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI2199_clean.wav,data\timit_mixed\SI2199_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI813_clean.wav,data\timit_mixed\SI813_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI958_clean.wav,data\timit_mixed\SI958_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI1857_clean.wav,data\timit_mixed\SI1857_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI1097_clean.wav,data\timit_mixed\SI1097_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI735_clean.wav,data\timit_mixed\SI735_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI1058_clean.wav,data\timit_mixed\SI1058_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI806_clean.wav,data\timit_mixed\SI806_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI509_clean.wav,data\timit_mixed\SI509_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI916_clean.wav,data\timit_mixed\SI916_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1709_clean.wav,data\timit_mixed\SI1709_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1385_clean.wav,data\timit_mixed\SI1385_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1830_clean.wav,data\timit_mixed\SI1830_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI2075_clean.wav,data\timit_mixed\SI2075_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI2113_clean.wav,data\timit_mixed\SI2113_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI736_clean.wav,data\timit_mixed\SI736_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SX340_clean.wav,data\timit_mixed\SX340_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SX433_clean.wav,data\timit_mixed\SX433_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1948_clean.wav,data\timit_mixed\SI1948_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1773_clean.wav,data\timit_mixed\SI1773_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SI1475_clean.wav,data\timit_mixed\SI1475_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI876_clean.wav,data\timit_mixed\SI876_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1965_clean.wav,data\timit_mixed\SI1965_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1747_clean.wav,data\timit_mixed\SI1747_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI2340_clean.wav,data\timit_mixed\SI2340_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1441_clean.wav,data\timit_mixed\SI1441_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI1516_clean.wav,data\timit_mixed\SI1516_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI1501_clean.wav,data\timit_mixed\SI1501_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI2069_clean.wav,data\timit_mixed\SI2069_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI471_clean.wav,data\timit_mixed\SI471_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1225_clean.wav,data\timit_mixed\SI1225_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SX159_clean.wav,data\timit_mixed\SX159_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SX245_clean.wav,data\timit_mixed\SX245_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SX393_clean.wav,data\timit_mixed\SX393_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI716_clean.wav,data\timit_mixed\SI716_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI1252_clean.wav,data\timit_mixed\SI1252_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1396_clean.wav,data\timit_mixed\SI1396_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI810_clean.wav,data\timit_mixed\SI810_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1110_clean.wav,data\timit_mixed\SI1110_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1623_clean.wav,data\timit_mixed\SI1623_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SX254_clean.wav,data\timit_mixed\SX254_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI1216_clean.wav,data\timit_mixed\SI1216_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1461_clean.wav,data\timit_mixed\SI1461_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI2006_clean.wav,data\timit_mixed\SI2006_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SX359_clean.wav,data\timit_mixed\SX359_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SX196_clean.wav,data\timit_mixed\SX196_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SI1336_clean.wav,data\timit_mixed\SI1336_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI873_clean.wav,data\timit_mixed\SI873_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI1996_clean.wav,data\timit_mixed\SI1996_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SX73_clean.wav,data\timit_mixed\SX73_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SX411_clean.wav,data\timit_mixed\SX411_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI2026_clean.wav,data\timit_mixed\SI2026_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SX97_clean.wav,data\timit_mixed\SX97_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI2191_clean.wav,data\timit_mixed\SI2191_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI2001_clean.wav,data\timit_mixed\SI2001_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI762_clean.wav,data\timit_mixed\SI762_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SX261_clean.wav,data\timit_mixed\SX261_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI1248_clean.wav,data\timit_mixed\SI1248_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI1726_clean.wav,data\timit_mixed\SI1726_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI1337_clean.wav,data\timit_mixed\SI1337_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1408_clean.wav,data\timit_mixed\SI1408_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI2019_clean.wav,data\timit_mixed\SI2019_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI1141_clean.wav,data\timit_mixed\SI1141_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1861_clean.wav,data\timit_mixed\SI1861_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SX300_clean.wav,data\timit_mixed\SX300_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI633_clean.wav,data\timit_mixed\SI633_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1927_clean.wav,data\timit_mixed\SI1927_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SX412_clean.wav,data\timit_mixed\SX412_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI700_clean.wav,data\timit_mixed\SI700_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI512_clean.wav,data\timit_mixed\SI512_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI1443_clean.wav,data\timit_mixed\SI1443_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SX344_clean.wav,data\timit_mixed\SX344_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SX340_clean.wav,data\timit_mixed\SX340_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1522_clean.wav,data\timit_mixed\SI1522_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI1589_clean.wav,data\timit_mixed\SI1589_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SX353_clean.wav,data\timit_mixed\SX353_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SX82_clean.wav,data\timit_mixed\SX82_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SX218_clean.wav,data\timit_mixed\SX218_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1979_clean.wav,data\timit_mixed\SI1979_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SX222_clean.wav,data\timit_mixed\SX222_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI965_clean.wav,data\timit_mixed\SI965_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI1889_clean.wav,data\timit_mixed\SI1889_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1760_clean.wav,data\timit_mixed\SI1760_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SX180_clean.wav,data\timit_mixed\SX180_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI1623_clean.wav,data\timit_mixed\SI1623_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI985_clean.wav,data\timit_mixed\SI985_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1686_clean.wav,data\timit_mixed\SI1686_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI636_clean.wav,data\timit_mixed\SI636_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1789_clean.wav,data\timit_mixed\SI1789_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI2276_clean.wav,data\timit_mixed\SI2276_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1242_clean.wav,data\timit_mixed\SI1242_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI885_clean.wav,data\timit_mixed\SI885_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SX73_clean.wav,data\timit_mixed\SX73_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI865_clean.wav,data\timit_mixed\SI865_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI618_clean.wav,data\timit_mixed\SI618_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SI1216_clean.wav,data\timit_mixed\SI1216_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1874_clean.wav,data\timit_mixed\SI1874_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1974_clean.wav,data\timit_mixed\SI1974_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI738_clean.wav,data\timit_mixed\SI738_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI624_clean.wav,data\timit_mixed\SI624_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI1779_clean.wav,data\timit_mixed\SI1779_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI2116_clean.wav,data\timit_mixed\SI2116_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI2051_clean.wav,data\timit_mixed\SI2051_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI1032_clean.wav,data\timit_mixed\SI1032_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SX52_clean.wav,data\timit_mixed\SX52_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1098_clean.wav,data\timit_mixed\SI1098_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI2075_clean.wav,data\timit_mixed\SI2075_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1683_clean.wav,data\timit_mixed\SI1683_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI1007_clean.wav,data\timit_mixed\SI1007_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI2097_clean.wav,data\timit_mixed\SI2097_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI2156_clean.wav,data\timit_mixed\SI2156_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI757_clean.wav,data\timit_mixed\SI757_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1889_clean.wav,data\timit_mixed\SI1889_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI1472_clean.wav,data\timit_mixed\SI1472_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI997_clean.wav,data\timit_mixed\SI997_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SX359_clean.wav,data\timit_mixed\SX359_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI1437_clean.wav,data\timit_mixed\SI1437_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SX327_clean.wav,data\timit_mixed\SX327_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1381_clean.wav,data\timit_mixed\SI1381_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI951_clean.wav,data\timit_mixed\SI951_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SX422_clean.wav,data\timit_mixed\SX422_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI685_clean.wav,data\timit_mixed\SI685_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1591_clean.wav,data\timit_mixed\SI1591_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI1095_clean.wav,data\timit_mixed\SI1095_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SX434_clean.wav,data\timit_mixed\SX434_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SX150_clean.wav,data\timit_mixed\SX150_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1874_clean.wav,data\timit_mixed\SI1874_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI797_clean.wav,data\timit_mixed\SI797_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI870_clean.wav,data\timit_mixed\SI870_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1462_clean.wav,data\timit_mixed\SI1462_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SX322_clean.wav,data\timit_mixed\SX322_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI906_clean.wav,data\timit_mixed\SI906_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1952_clean.wav,data\timit_mixed\SI1952_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI521_clean.wav,data\timit_mixed\SI521_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI535_clean.wav,data\timit_mixed\SI535_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI1061_clean.wav,data\timit_mixed\SI1061_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SX202_clean.wav,data\timit_mixed\SX202_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI1793_clean.wav,data\timit_mixed\SI1793_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1480_clean.wav,data\timit_mixed\SI1480_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1552_clean.wav,data\timit_mixed\SI1552_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI1206_clean.wav,data\timit_mixed\SI1206_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SX90_clean.wav,data\timit_mixed\SX90_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1345_clean.wav,data\timit_mixed\SI1345_snr0.wav,data\noise\buccaneer1.wav,0.0
data\timit_mixed\SI614_clean.wav,data\timit_mixed\SI614_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI1054_clean.wav,data\timit_mixed\SI1054_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SX291_clean.wav,data\timit_mixed\SX291_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI598_clean.wav,data\timit_mixed\SI598_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI623_clean.wav,data\timit_mixed\SI623_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI901_clean.wav,data\timit_mixed\SI901_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1526_clean.wav,data\timit_mixed\SI1526_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SX144_clean.wav,data\timit_mixed\SX144_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI2122_clean.wav,data\timit_mixed\SI2122_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SX272_clean.wav,data\timit_mixed\SX272_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI1807_clean.wav,data\timit_mixed\SI1807_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI772_clean.wav,data\timit_mixed\SI772_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI2176_clean.wav,data\timit_mixed\SI2176_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI2167_clean.wav,data\timit_mixed\SI2167_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SX266_clean.wav,data\timit_mixed\SX266_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1267_clean.wav,data\timit_mixed\SI1267_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI2241_clean.wav,data\timit_mixed\SI2241_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SX125_clean.wav,data\timit_mixed\SX125_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1698_clean.wav,data\timit_mixed\SI1698_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI2143_clean.wav,data\timit_mixed\SI2143_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI2017_clean.wav,data\timit_mixed\SI2017_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI940_clean.wav,data\timit_mixed\SI940_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SX427_clean.wav,data\timit_mixed\SX427_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SX351_clean.wav,data\timit_mixed\SX351_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1176_clean.wav,data\timit_mixed\SI1176_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SX63_clean.wav,data\timit_mixed\SX63_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI582_clean.wav,data\timit_mixed\SI582_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1405_clean.wav,data\timit_mixed\SI1405_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI667_clean.wav,data\timit_mixed\SI667_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1389_clean.wav,data\timit_mixed\SI1389_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI1170_clean.wav,data\timit_mixed\SI1170_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1821_clean.wav,data\timit_mixed\SI1821_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI1679_clean.wav,data\timit_mixed\SI1679_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI1044_clean.wav,data\timit_mixed\SI1044_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SX240_clean.wav,data\timit_mixed\SX240_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SI2025_clean.wav,data\timit_mixed\SI2025_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1028_clean.wav,data\timit_mixed\SI1028_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1612_clean.wav,data\timit_mixed\SI1612_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1737_clean.wav,data\timit_mixed\SI1737_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SX177_clean.wav,data\timit_mixed\SX177_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SX235_clean.wav,data\timit_mixed\SX235_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI570_clean.wav,data\timit_mixed\SI570_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1803_clean.wav,data\timit_mixed\SI1803_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI799_clean.wav,data\timit_mixed\SI799_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1053_clean.wav,data\timit_mixed\SI1053_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI1575_clean.wav,data\timit_mixed\SI1575_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1446_clean.wav,data\timit_mixed\SI1446_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1305_clean.wav,data\timit_mixed\SI1305_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI801_clean.wav,data\timit_mixed\SI801_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI1517_clean.wav,data\timit_mixed\SI1517_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI921_clean.wav,data\timit_mixed\SI921_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI958_clean.wav,data\timit_mixed\SI958_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1874_clean.wav,data\timit_mixed\SI1874_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI604_clean.wav,data\timit_mixed\SI604_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI1694_clean.wav,data\timit_mixed\SI1694_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI535_clean.wav,data\timit_mixed\SI535_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI1297_clean.wav,data\timit_mixed\SI1297_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI482_clean.wav,data\timit_mixed\SI482_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SX444_clean.wav,data\timit_mixed\SX444_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1620_clean.wav,data\timit_mixed\SI1620_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SX271_clean.wav,data\timit_mixed\SX271_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI786_clean.wav,data\timit_mixed\SI786_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI1149_clean.wav,data\timit_mixed\SI1149_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SX164_clean.wav,data\timit_mixed\SX164_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SX16_clean.wav,data\timit_mixed\SX16_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI852_clean.wav,data\timit_mixed\SI852_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI759_clean.wav,data\timit_mixed\SI759_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI2326_clean.wav,data\timit_mixed\SI2326_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI1835_clean.wav,data\timit_mixed\SI1835_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI2075_clean.wav,data\timit_mixed\SI2075_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI841_clean.wav,data\timit_mixed\SI841_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1059_clean.wav,data\timit_mixed\SI1059_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1627_clean.wav,data\timit_mixed\SI1627_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI476_clean.wav,data\timit_mixed\SI476_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI1138_clean.wav,data\timit_mixed\SI1138_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI2309_clean.wav,data\timit_mixed\SI2309_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SX303_clean.wav,data\timit_mixed\SX303_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SX439_clean.wav,data\timit_mixed\SX439_snr-5.wav,data\noise\hfchannel.wav,-5.0
